event,text
super_tuesday,@BrentSpiner Or that hard luck West Virginia family from Night Court.
super_tuesday,Autographed Paul Thompson Photo Ou Oklahoma Sooners Football Quarter http://t.co/WmoMng2Z
super_tuesday,Checking out "To the Undecideds for SUPER TUESDAY: MUST READ!!!" on Newt Gingrich 360: http://t.co/FLBT1AYd
super_tuesday,The Virginia museum devoted to this TV series is across the street from Earl Hamner's boyhood home (500 pts)
super_tuesday,So Many Wedding Photographers in Massachusetts http://t.co/w7G1xEUM
super_tuesday,#HR347 - Trespass Bill Threatens First Amendment http://t.co/XJG7UHXl #OSLC #OWS #TCOT #FreeSpeech
super_tuesday,You need not look far to see how President Obama's campaign organization is outpacing the GOP's http://t.co/06o7z4hZ #mdpolitics #p2
super_tuesday,Latest: Super Tuesday may be ultimate showdown for Republicans: Mitt Romney is angling to solidify his front-run... http://t.co/EjTR2UA8
super_tuesday,@washingtonpost: Report: Forget the "iPad 3"  it's the "iPad HD" http://t.co/jeui7Dn0
super_tuesday,@coffeepartyusa: Sen. Lisa Murkowski Regrets Vote For Blunt Amendment re. Contraception - Alaska Republican feels she let voters down ...
super_tuesday,Bottom story for yesterday: Winter in America: Cascade  Idaho (1.0): http://t.co/SpK9bZ2v #NewsNotNews
super_tuesday,@nytimes: LulzSec Hacking Suspects Are Arrested http://t.co/debATcco
super_tuesday,#iNews9k Headline: Mitt looks to wrap it all up. Translation: Romney puts it all in a set of matching Hermes luggage.
super_tuesday,Help us end #LRA violence. Visit http://t.co/wpDWe1al to find out why and how. @MittRomney Join us for #KONY2012
super_tuesday,Super Tuesday: Santorum's Primary Stumbles: A lack of money and organization is robbing the candidate of key delegates. http://t.co/ljPdQkx2
super_tuesday,@nationaljournal: Romney says Obama is insufficiently pro-Israel http://t.co/FOz2HVrz
super_tuesday,@newtgingrich i humbly ask you to shut the fuck up you adulterous old man with no ideas. #tcot #250gas
super_tuesday,@bluemassgroup: Fmr head of Israeli Mossad: "what Romney has done is a serious problem here" http://t.co/AQVfLvWK | #irresponsibility
super_tuesday,Watch Phoenix Suns – Oklahoma City Thunder basketball Live 07.03.2012 http://t.co/q2nn5J7i
super_tuesday,I wanna go to Georgia next month..
super_tuesday,@totallesliemove "Mitt has become famous for alternately acting like an improperly programmed robot...
super_tuesday,#Romney accuses Obama of dawdling with #Iran sanctions http://t.co/eChLuOyp #SuperTuesday
super_tuesday,@WSJ: A $30 bag of raw popcorn could be worth $3K to movie theaters. Class action filed against AMC over concession prices http://t.c ...
super_tuesday,@GovChristie: He was a great role model for every person in NJ who aspires to public service.  He was a true gentlemen & we considere ...
super_tuesday,@mjdub: 10 Pictures Of Riot Police At A Peaceful Women's Rights Protest In Virginia http://t.co/iyKwFUi2
super_tuesday,Did I say "aces?" I meant to say Santorum is bat crap crazy.
super_tuesday,@TheOnion: "It's weird to say this about a politician  but I sort of wish [Santorum] were lying to my face at least a little." http:/ ...
super_tuesday,In an effort to appeal to younger voters Romney left the salon with frosted tips! -oh god  I wish.
super_tuesday,#TNvoters - MSM tells us Mitt is better organized in state than Newt or Rick. The only signs in my county are #Newt's and Ron.  #nomittens
super_tuesday,@nytimes: Global Powers Agree to Resume Nuclear Talks With Iran http://t.co/UKeAQwBv
super_tuesday,Mitt Romney: I'd Vote For @RonPaul if he becomes the #GOP nominee. http://t.co/XAi5C2GX
super_tuesday,@jonathanalter Can you shine a light on Pine Ridge S D where Keystone trucks are tresspassing on reservation land? Please? thank you.
super_tuesday,@dacw10 Yeah  not so much- Newt rips Gore's "facts" on Climate Change http://t.co/tHMWZGY9 #withNewt
super_tuesday,@tebenham Any guess what happens in Idaho and Alaska Caucus? Very little data out there #SuperTuesday
super_tuesday,@cliffschecter: If voting in #Ohio Congr District 3 pls support progressive champion @MaryjoKilroy! We need her back in Congress! #p2 ...
super_tuesday,PHOTOS: Sled dogs vs. 1049 miles. It's the Iditarod | http://t.co/KFGw6pI7
super_tuesday,Romney up 16 in Gallup national poll: Can Santorum prevent a tipping point? http://t.co/DYxBQAi1 #TCOT #P2 #LIBTARDS
super_tuesday,@FeedingAmerica: It's #SuperTuesday! How can each party help people struggling w/hunger? Tweet your ideas #EndHunger2012
super_tuesday,@kathryndelong: HAPPY SUPER TUESDAY! Get out & vote. Preferably for #RonPaul.
super_tuesday,Obama sparks a bitter dispute between Columbia and Barnard http://t.co/rHRcCLmr
super_tuesday,Mother Sentenced to 10 years for Assaulting Son: A Tennessee mother who pleaded guilty to assaulting her toddler... http://t.co/p5ZYSYVB
super_tuesday,@so_then_i_said: Rick Santorum is such a jackass. he wants you to be tolerant of his intolerance. oh and HOW DARE YOU not be tolerant ...
super_tuesday,.@SpeakerBoehner @WaysandMeansGOP  Instead of lying on twitter  how about taking a moment to denounce GOP Leader Rush Limbaugh's hate.
super_tuesday,Shining the spotlight on our latest campaign MVPs: Cox Media Group Ohio  Rieck Services  Ricoh  Robbins & Myers/Chemineer  TAG. Thank you!
super_tuesday,@KM_Zencat: Santorum: Single Moms Are "Breeding More Criminals"  http://t.co/1Mysrinm via @motherjones | OMG  where do I start with t ...
super_tuesday,#SuperTuesday and #JeremyLin #humor from @mallardfillmore #comics. http://t.co/mtf2QUAL
super_tuesday,Dear @GroverNorquist  Please add birthright citizenship onto your taxpayer protection pledge & Cc @RonPaul & Arizona #GOP.
super_tuesday,Let's make a shout for @Newt2012 on #superTuesday He's the man for the job. #TNprimare #OHprimary #teaparty
super_tuesday,@Flynn_1D is that georgia your talking to me confused :L xx
super_tuesday,Via @BostonDotCom: Interesting read http://t.co/jhzTVbuo - In 2009  Mitt Romney urged Pres. Obama to use lessons from #MA model for #hcr
super_tuesday,@TheRealRoseanne from every homebuyer!! @BarackObama @newtgingrich @MittRomney #Politics @billmaher @MMFlint
super_tuesday,What do you think of Oklahoma's new voting machines being used today? http://t.co/2mZ8Pfdz #OKVote
super_tuesday,Warehouse Worker 11-0444 (Oklahoma City  OK) http://t.co/Rm5cdT7O #job
super_tuesday,@nbcsnl Is it only a matter of time before you do "Mitt Romney  The Spoken Word Album" ?
super_tuesday,#fairbanks  #Alaska One time the weather warning for a storm was correct..... My gosh....
super_tuesday,@CNNSitRoom: Starting NOW: CNN #SuperTuesday Election Roundtable LIVE powered by @Ciscosystems @WebEx. Watch at http://t.co/ZZ53JP4t
super_tuesday,READ MY LIPS! NO NEWT GINGRICH!!! OBAMA 4 MORE YEARS!!! to show SUPPORT-K1
super_tuesday,Ann Romney "We can be poor in spirit"...and she wants to be first lady? #imnothereforthat
super_tuesday,Laura Ingraham: Newt "Rocked It":To her #Newt is Strongest Cand.#GAprimary #Atlanta #Savanna #Cobb #GA #250gas #TPP #MA http://t.co/HTRrRvKJ
super_tuesday,The mac-n-cheese (shells & vermont white cheedar) at #panera =  foodgasm!
super_tuesday,@HuffingtonPost: 81-year-old sleeps with lottery ticket in Bible  wins $336 million jackpot http://t.co/gl4DfvWZ
super_tuesday,YOUR PROBALY FROM VIRGINIA LIKE SHIIT @baby_tyanna
super_tuesday,@WSJ: A $30 bag of raw popcorn could be worth $3K to movie theaters. Class action filed against AMC over concession prices http://t.c ...
super_tuesday,@newtgingrich: #supertuesday is here! I humbly ask for your vote today for the Bold Reagan Conservative. #tcot #250gas
super_tuesday,Happy Super Tuesday. Quick look at states and stakes  from a #magicwall perspective: http://t.co/fVBISe6b More @johnkingusa 6pE.
super_tuesday,@bethanyshondark: Is there a less bold one I could vote for? MT @newtgingrich: I humbly ask for your vote today for the Bold Reagan C ...
super_tuesday,@ellafraser ahwell:p and well I'm ready  but I've got to wait for georgia:L xx
super_tuesday,@BangsandaBun: People of London  my brother's band  the awesome ALASKA are playing at The Bull & Gate in Kentish Town tomorrow. On at ...
super_tuesday,Super Tuesday specials! @McNelliestulsa has McSorley's black lager for $3.00 all month long... #SuperTuesday #specials #march
super_tuesday,@silvercirclemov: The BEST NEWS EVER! Ron Paul Joins the Rebels!  #tlot #silver #RonPaul #Rebels http://t.co/Awqeza0G
super_tuesday,YEP  A WHOLE LOTTA YOUNG RACISTS. @CRNC @AlexSchriver: Ohio: Obama’s star dims with young voters http://t.co/JlYrmSdS #crnc
super_tuesday,Phoenix Suns vs Oklahoma City Thunder Live Stream March 07  2012 http://t.co/IENKa31C
super_tuesday,ObGyn in Virginia : OB/GYN Position in Franklin  VASouthampton Memorial Hospital (90 acute care beds) is actively... http://t.co/oIhuffIz
super_tuesday,@dailykos: Rick Santorum: Single mothers are 'breeding more criminals' http://t.co/VwPKxhrD
super_tuesday,@bran_brandee: These next couple months = amazing Georgia Friday   Bestfriend @FieldsCaitlin coming soon(: & my sis in law and niece/ ...
super_tuesday,#SuperTuesday and #JeremyLin #humor from @mallardfillmore #comics. http://t.co/lEnWv11b
super_tuesday,Mother Sentenced to 10 years for Assaulting Son: A Tennessee mother who pleaded guilty to assaulting her toddler... http://t.co/RFn8DTUi
super_tuesday,I'll be in Atlanta tonight to watch election results w Ron Paul supporters. Will be co-hosting @FreedomizerShow at 9pm. http://t.co/Y3gH8H5f
super_tuesday,@WSJGraphics: Ohio and Tennessee are the states to watch on Super Tuesday. The @WSJ guide: http://t.co/t85otsul
super_tuesday,@HuffingtonPost: Radiohead reveals another new song  http://t.co/NLpvdPsg
super_tuesday,Newt "Moon Base" Gingrich says algae-for-energy comes from Cloud Cuckoo Land http://t.co/DrNDdBgK
super_tuesday,@HuffingtonPost: When was the moment you knew the arts could move you? http://t.co/JAE5A9cd
super_tuesday,@skeeteronmy: The Revolution Will Not Be Televised Spread #RonPaul messages Text  Call  Your Friends Let Them Know He's Winning Deleg ...
super_tuesday,Ohio the Key to Super Tuesday Victory: I have a preview of the Ohio primary up at PJM this m... http://t.co/sQxTL4Kd #TCOT #P2 #LIBTARDS
super_tuesday,@SenatorSanders: Tomorrow 52 #Vermont towns will vote on whether we must address overturning the Supreme Court's #CitizensUnited ruling
super_tuesday,oops - apparently I'm with Mitt Romney then…  http://t.co/Q1yGnHXF
super_tuesday,@BjCunningham_03: Nice day in Columbus  Ohio
super_tuesday,5 Tech Tools for #SuperTuesday http://t.co/YxF2rH0C
super_tuesday,Super Tuesday: Santorum's Primary Stumbles http://t.co/6DPwaXWQ & http://t.co/SlEfmipL
super_tuesday,@Yukimura17: VOTE #Ronpaul  #election fraud will be VERY MUCH harder for them if WE turn out in HUGE numbers!
super_tuesday,Ohio folk seem strongly prolife ... bodes well for Rick ...
super_tuesday,Ann Romney yu are the equal airhead to your husband.. How the wealth can never comfortably compare themselves to the poor.
super_tuesday,Oklahoma Sooners Nike Student Union Tee $17.99 http://t.co/tpBscJwL #starstruck
super_tuesday,@ArmorCavSpin: only Newt is leading!: Gingrich to Newsmax: Obama Fails Israel on Nuclear Iran http://t.co/BblufJFe via @Newsmax_Media
super_tuesday,Deer enjoying the Idaho sunset. I love spring. #spring #sun #sunset #landscape #beauty #clouds #sky #silhoue http://t.co/60hTuYKH
super_tuesday,@SenatorBurr the time to PASS #HR3012 and level the playing field for #HighSkilledImmigrants is NOW
super_tuesday,Ron Paul: One Dime for a Gallon of Gasoline  http://t.co/MqzLWSG6
super_tuesday,@TIME: PHOTOS: Sled dogs vs. 1049 miles. It's the Iditarod | http://t.co/KFGw6pI7
super_tuesday,Am Specials: Puree of Sweet Potato Soup / Punch Grilled Cheese w/Vermont Cheddar & Bacon / Grilled Chicken Paillard.....
super_tuesday,@OhioBobcats: 2012 Baseball | West Virginia State Preview http://t.co/8ub9K6sp
super_tuesday,Live blog of Super Tuesday (plus more) - http://t.co/jK88YvUc
super_tuesday,Love Romney's shout out to Zanesville! #supertuesday
super_tuesday,@JohnKingCNN: Happy Super Tuesday. Quick look at states and stakes  from a #magicwall perspective: http://t.co/fVBISe6b More @johnkin ...
super_tuesday,I guess we only want a GOP in office instead of the person who has stop our nation down slide from bush bad decisions. R we dum?@FoxNews
super_tuesday,Oklahoma Jobs Center Customer Service Assoc - FedEx Office -  Tulsa  OK: Overview :  The Center Customer Service... http://t.co/uTB3heUU
super_tuesday,Just looked at the odds for #SuperTuesday states... Tennessee is the only one remotely in play. Maybe North Dakota Caucus. #Quietnight
super_tuesday,@TIME: PHOTOS: Sled dogs vs. 1049 miles. It's the Iditarod | http://t.co/KFGw6pI7
super_tuesday,Ex-Mossad director says Mitt Romney 'making the situation worse' in Iran:  http://t.co/HJX8yyJi
super_tuesday,Ohio  Tennessee Loom Super Large: Romney has the potential to emerge from Super Tuesday with a delegate lead no ... http://t.co/mKkXBQMb
super_tuesday,@TIME: PHOTOS: Sled dogs vs. 1049 miles. It's the Iditarod | http://t.co/KFGw6pI7
super_tuesday,2011 #ProSeries Ohio RITA Form 37  Line 5b  Worksheet 2 Does Not Calculate Automatically - http://t.co/yrxxGJ2v
super_tuesday,VIDEO: Alaska Wolves Rescued - Dave Malkoff reports Full story: http://t.co/jXwOEEWw
super_tuesday,“@EconomyAndState: Mitt Romney about to speak live at #AIPAC. Don't be jealous @TampaGurlFL. I'll give Mitt a standing O for sure.” Thx! ;)
super_tuesday,@JaneyMurph: Santorum ineligible for up to 18 Ohio delegates http://t.co/uRey7rY0
super_tuesday,@Josh_Painter: JC Watts Oklahoma Ad: Vote for Newt March 6  Conservatives with Newt  http://t.co/2c3xRsPE  #TCOT #TEAParty #Newt2012  ...
super_tuesday,Mitt Romney will turn our country further into a CORPORATION NATION!  Please STOP him!
super_tuesday,@TIME: PHOTOS: Sled dogs vs. 1049 miles. It's the Iditarod | http://t.co/KFGw6pI7
super_tuesday,@thedailybeast Sorry it's tooo late Ms. Murkowski !  You voted again women's freedom-- show your 'True colors'
super_tuesday,@WSJ: An AK jury found a man guilty of murder  but the conviction was thrown out. A juror had been tweeting during the trial. http:// ...
super_tuesday,Ⓡ Rick Santorum: Rick Santorum stepped away from the campaign trail briefly today to personally address the Amer... http://t.co/GqCaLcVd
super_tuesday,Branch Manager of Multi-line Insurance Agency   Atlanta  Georgia #Candidate - Alpharetta  GA 30004 ..http://clm.bz/Ws7N
super_tuesday,@RonPaulsVoice: Every new security measure represents another failure of the once-courageous American spirit #RonPaul #SuperTuesday #GOP
super_tuesday,#MedicalJobs Front Desk - Patient Representative: VA-Richmond  Virginia Urology  a large and growing physician g... http://t.co/zUXVmAOF
super_tuesday,Beautiful sunny day in Columbus. No reason not to vote. #SuperTuesday #Ohio
super_tuesday,Virginia Commonwealth University Health System Project Team Recognized at ASHE-PDC http://t.co/5VB4ZLhZ
super_tuesday,.@MittRomney: Comedians are wealthy with material thanks to you and your wife.
super_tuesday,@newtgingrich: #supertuesday is here! I humbly ask for your vote today for the Bold Reagan Conservative. #tcot #250gas
super_tuesday,#MedicalJobs Front Desk - Patient Representative: VA-Richmond  Virginia Urology  a large and growing physician g... http://t.co/d1MRGowF
super_tuesday,@sarahkliff: Sen. Lisa Murkowski (R-Alaska) tells the Anchorage Daily News she regrets supporting the Blunt Amendment. http://t.co/BM ...
super_tuesday,@ArmorCavSpin: only Newt is leading!: Gingrich to Newsmax: Obama Fails Israel on Nuclear Iran http://t.co/BblufJFe via @Newsmax_Media
super_tuesday,@VisitMA: @MassGov’s @MassGovernor  Deval Patrick  has proclaimed March 2012 as Irish Heritage Month in #Massachusetts!   http://t.co ...
super_tuesday,@CNNSitRoom: Starting NOW: CNN #SuperTuesday Election Roundtable LIVE powered by @Ciscosystems @WebEx. Watch at http://t.co/ZZ53JP4t
super_tuesday,If @newtgingrich was GOING TO BE THE FRONT runner he'd have been by now... SAME for @RickSantorum & I don't see @MittRomney dropping! #tcot
super_tuesday,“@TheFix: Newt Gingrich getting Secret Service protection starting at midnight tonight.  So  guess this means he's staying in. #govtspending
super_tuesday,Fox Cancels Popular Show for Supporting Ron Paul: http://t.co/qEtiFuj1 via @youtube
super_tuesday,@masug: Funny: [video] Romney's Super Tuesday Polls Surge After He Begins Flaunting His Wealth http://t.co/DOPRc7LZ
super_tuesday,@supertuesday yayyy its my fav day eva.
super_tuesday,Romney relatives for Ron Paul http://t.co/LmZmViTP
super_tuesday,Quote of the Day: Romney on Rush http://t.co/v2YX2alp via @motherjones
super_tuesday,@TIME: PHOTOS: Sled dogs vs. 1049 miles. It's the Iditarod | http://t.co/KFGw6pI7
super_tuesday,@WhineNot: Newt pledges:"I will not apologize as Comm-in-Chief when young Americans are under fire I will stick with the young Americ ...
super_tuesday,CBS News - Karen Santorum's revealing look at her husband.: http://t.co/nHBio1NR
super_tuesday,@ariannahuff: How the "sleep deficit" is damaging America's long-term health #sleepweek http://t.co/sEKiQOqc
super_tuesday,@TIME: PHOTOS: Sled dogs vs. 1049 miles. It's the Iditarod | http://t.co/KFGw6pI7
super_tuesday,@CNNSitRoom: Starting NOW: CNN #SuperTuesday Election Roundtable LIVE powered by @Ciscosystems @WebEx. Watch at http://t.co/ZZ53JP4t
super_tuesday,@WinnieTheEric I mean... My dad is working and my mom is in Tennessee bc of their separation. So yeah we have someone cleaning the house.
super_tuesday,@stevekelly02: Wave conference @BishopJakes @konghee @wayne_alcorn ! Get ready Get ready Virginia Beach in August is when she is the  ...
super_tuesday,@SofieInkpen: Liberals attacking Ann Romney clearly haven't watched the entire interview or noted her biblical allusion. #DefendAnn h ...
super_tuesday,@WSJGraphics: Ohio and Tennessee are the states to watch on Super Tuesday. The @WSJ guide: http://t.co/t85otsul
super_tuesday,I just got it...I have been accepted in the Master of Higher Education Program at Virginia Tech!
super_tuesday,This is cool! - Romney Takes Washington Caucus - Mitt Romney - Fox Nation: http://t.co/rI6kXJ6o
super_tuesday,Ohio man dies after meth lab fire at nursing home  http://t.co/MG61wX03 - Sent via the FOX News Android App.
super_tuesday,@SpeakerBoehner You Republicans should be outraged our military men assassinated by men they were training what's their punishment?
super_tuesday,Literally the busiest week all year followed by a week of 70 degree weather in Virginia&lt;333333
super_tuesday,@newtgingrich NEWT THINKS ISRAEL SHOULDN'T TELL US THEY'RE STRIKING IRAN B/C OBAMA WLD LEAK IT! OBAMA IS QUALIFIED & GOP ARE FUCKING IDIOTS!
super_tuesday,@SavannahGuthrie @NBCNews @bwilliams  Savannah  after a late night how do u suppress ur yawns the next AM on the air?
super_tuesday,@newtgingrich  Wishing you all the best today!!!!
super_tuesday,ohio travel Ohio Travel  What you should See not to mention Do from Yosemite Nationalized Park  http://t.co/qQXAxCY6
super_tuesday,Watch #SuperTuesday Election Roundtable NOW w @WolfBlitzerCNN Gloria Borger @AriFleischer @donnabrazile @PeterhambyCNN http://t.co/eQJuSWOB
super_tuesday,Georgia this weekend with my mom... Can't wait for the weekend!! :-)
super_tuesday,Useful map  but still gets IA dels wrong MT @googlepolitics Track #SuperTuesday results from all 10 states with our map http://t.co/7Hln0Api
super_tuesday,@ashewhole: W need a leader with the strength of character shown by Bibi Netanyahu. Get out and vote for #Newt #250gas
super_tuesday,@WSJGraphics: Ohio and Tennessee are the states to watch on Super Tuesday. The @WSJ guide: http://t.co/t85otsul
super_tuesday,#Barberton #Ohio Temp:35.4°F Wind:7 mph Dir:SSE Baro:Falling Precip:0.00in Hum:63% UV:2.1 @ 12:00 03/06/10 #weather
super_tuesday,@SenatorSanders: VIDEO: Sen. Sanders on @CNBC explaining how the @CFTC is refusing to regulate excessive oil speculation: http://t.co ...
super_tuesday,@GreatDismal: "Speaking of Mugabe  I think he has a lock on Vermont on Super Tuesday. And look for Joe McCarthy to take Ohio."
super_tuesday,About to go on #CNN with @alexcast
super_tuesday,Ron paul 2012
super_tuesday,#Wood is not only everlasting  but it is timeless as well. #furniture #newport #vermont #parts #industry
super_tuesday,@daveweigel: "Can you get to a landline?" #shitradioproducersay
super_tuesday,Santorum's Super Tuesday Challenge http://t.co/Uw6Mzv:: AmSpecBlog
super_tuesday,@GeorgiaG1408 have we georgia :o?
super_tuesday,@rushlimbaugh @billmaher @mittromney @BarackObama  U R A 1% & U NEED APOLOGIZE 2 PALIN OR B FIRED WhatsGoodForTheGooseIsGood4TheGander!
super_tuesday,@FlemingLandrie; Me either.(: Tennessee is just  UGH. Terrible.
super_tuesday,@Kay_M_es toledo ohio shyt I'm off of laskey
super_tuesday,@jennablan: On "Super Tuesday " Romney and Santorum in fierce Ohio battle http://t.co/UTtRnavl
super_tuesday,@inthelineofmel: In the Commonwealth of Virginia I didn't get to vote for a faithful Catholic believer. If you can  don't waste it. @ ...
super_tuesday,#Politics Santorum's Super Tuesday Challenge: Why might Mitt Romney wind up the nominee of a Republica... http://t.co/sfvTelpJ #HiTechCJ
super_tuesday,@VisitMA: @MassGov’s @MassGovernor  Deval Patrick  has proclaimed March 2012 as Irish Heritage Month in #Massachusetts!   http://t.co ...
super_tuesday,@ZekeJMiller: Newt Gingrich to Receive Secret Service Protection - Fox News http://t.co/rKYcSDJz
super_tuesday,#SuperTuesday: Read how members of our Opinions staff break down "the elephants in the room": http://t.co/BK8Y9Yjq
super_tuesday,@newtgingrich I got broken up with when I was high on painkillers from the muscle I tore in my leg. I had to have crutches. Sound familiar?
super_tuesday,Voted for my boy Ron Paul http://t.co/FDTX36EN
super_tuesday,#Santorum not eligible for 16 delegates in #OHIO ??? http://t.co/N73uhEhF Vote #Newt for #250gas #GOP #TCOT #RNC #SuperTuesday #OH
super_tuesday,Is Super Tuesday Gingrich’s Waterloo? Can #RonPaul remain a factor if he can’t win anywhere? http://t.co/LkOsSGRW via @
super_tuesday,Ann Romney Is Talking Awkwardly About Money Now Too - Yahoo! News http://t.co/tSebYzqC via @YahooNews &lt;So being wealthy is relative.
super_tuesday,Check out this piece from @Politico discussing the big congressional primaries in Ohio today: http://t.co/m170x5nj #CPApac
super_tuesday,@HuffingtonPost depends how you feel about solid state radios and northern food.
super_tuesday,Super Tuesday: Mitt Romney focuses on economy  while rivals seek openings – Washington Post http://t.co/Udmp86bo
super_tuesday,Saturday's food drive by Juneau Rotary club brought 10 622 lbs of food for the Southeast Alaska Food Bank.
super_tuesday,@RoyalCaribbean when do the Alaska 2013 itineraries come out?
super_tuesday,@RNC: Tweet us a photo next time you fill up at the pump and use the hashtag #ObamaonEmpty. We will and follow back! #tcot
super_tuesday,@thehill: Sen. @LisaMurkowski: Given another chance  I'd vote against Blunt Amendment limiting #contraception http://t.co/uiOPhahP
super_tuesday,@huffpostpol I'd love your feedback on http://t.co/rMKC6Ifs cc @cnnireport #Politics from Today's Youth "Lost & Misled" @itsALANFOX
super_tuesday,@nytimes: LulzSec Hacking Suspects Are Arrested http://t.co/debATcco
super_tuesday,"For every state Santorum wins today  I will slaughter a kitten with my hands." #SuperTuesday
super_tuesday,Santorum In 1994: Single Moms Are "Breeding More Criminals"
super_tuesday,Barbara Bush RE: Abortion - He has grown in the issue. We all do that. http://t.co/6tClx0pd Listen yourself. #GA #TN #OH
super_tuesday,@CNNSitRoom: Starting NOW: CNN #SuperTuesday Election Roundtable LIVE powered by @Ciscosystems @WebEx. Watch at http://t.co/ZZ53JP4t
super_tuesday,http://t.co/wqJD849G Linked @RickSantorum A Message from Rick: Striking Distance @WePickRick #santorum #OH #TN #OK #GA #TCOT
super_tuesday,#supertuesday Vote for Deez
super_tuesday,@WashingtonDCTea: Newt Gingrich to Receive Secret Service Protection - Fox News http://t.co/KoMB33z5
super_tuesday,@AmSpec Santorum's Super Tuesday Challenge: Why might Mitt Romney wind up the nominee of a Repub... http://t.co/QhqiCXeu #tcot #teaparty
super_tuesday,@nicoleurken @- I agree love them in Ohio
super_tuesday,@lynznicole21 sweet! I've decided to take on a long term volunteer position at oklahoma department of human services.
super_tuesday,@WashingtonDCTea: Newt Gingrich to Receive Secret Service Protection - Fox News http://t.co/KoMB33z5
super_tuesday,Santorum's Super Tuesday Challenge: Why might Mitt Romney wind up the nominee of a Republican Party that is cons... http://t.co/HRmjMzgX
super_tuesday,"I don't even consider myself poor...I can win the lottery tomorrow and be rich!"--Bizarro Amy Romney
super_tuesday,I found I could say things with color and shapes that I couldn't say any other way - things I had no words for. Georgia O'Keeffe
super_tuesday,@SenatorCollins the time to PASS #HR3012 and level the playing field for #HighSkilledImmigrants is NOW
super_tuesday,@Astro_Clay: http://t.co/LoULnRwE - Aleutians always tough  but really cool!  Mt Westdahl volcano; Alaska Unimak Island Aleutian Rang ...
super_tuesday,@Twitlertwit: Romney gave up ALL credibility to discuss economy by hiding millions in offshore accts & not investing in the USA. #Sup ...
super_tuesday,Massachusetts finds any way to charge you money for anything scam artists.
super_tuesday,A Fritz-like SC Dem &gt; @GinaNSmith: Senate Minority Leader Sen. John Land expected to announce today that he will not seek reelection
super_tuesday,"Super Tuesday More Like Super Ohio". It appears #CNN is making a pun that's either way above or way beneath my intellect.
super_tuesday,@silvercirclemov: The BEST NEWS EVER! Ron Paul Joins the Rebels!  #tlot #silver #RonPaul #Rebels http://t.co/Awqeza0G
super_tuesday,@TannersDad: Now is the time to Pray. believe me. #Autism #Supertuesday Things will never be the same. No More Politics just Action.
super_tuesday,@CNNSitRoom: Starting NOW: CNN #SuperTuesday Election Roundtable LIVE powered by @Ciscosystems @WebEx. Watch at http://t.co/6qZHb2mi
super_tuesday,But yeah  lets be real  if it weren't on the way to DC  who's REALLY going to Virginia?
super_tuesday,Get out and vote for @RonPaul today or if you want  to vote for Obama just mail all your money to Israel.
super_tuesday,@unitedliberty: Romney relatives for Ron Paul?  Family knows best! http://t.co/nep4bGcO #RonPaul2012 #SuperTuesday
super_tuesday,@markknoller: Happy 100th birthday to the Oreo cookie. First sold on this day in 1912 to a grocer in Hoboken  NJ.
super_tuesday,@TIME: Is immaturity becoming a medical condition? | http://t.co/yJ9joF5e (via @TIMEHealthland)
super_tuesday,It's Super Tuesday....what's at stake for Romney  Paul  Gingrich and Santorum?   http://t.co/2PPmSGuc
super_tuesday,I'm at My Moms (Richmond  Virginia) http://t.co/m6IWMbVc
super_tuesday,What if #SuperTuesday was more like #MarchMadness? http://t.co/wgGeBNOi
super_tuesday,@ThePlumLineGS: Not even blaming Obama will bail Rush out of his mess this time: http://t.co/xCvBam6b
super_tuesday,Who said it  Mr. Burns or Mitt Romney? http://t.co/pcR8L3X2
super_tuesday,1-*House Session | 2-*Senate Session  Part 1 | 3-Dan Balz and Michael Steele on the Ohio Primary http://t.co/kPSw4Kgw
super_tuesday,@TeamSantorum: @mattbeynon: "No  no  I like mandates.  Mandates work." - Mitt Romney http://t.co/kJ8APHNY via @politicalwire
super_tuesday,Mitt Romney or C. Montgomery Burns? http://t.co/IR8Z3TW8
super_tuesday,Hey! If you're in #CHA #TN you'd better go #Vote because it's #SuperTuesday :D Polls are open 8am-8pm
super_tuesday,EyeScience® Announces New Product Launch of Diabetic Vision Formula(TM): COLUMBUS  Ohio  March 6  2012 /PRNewswi... http://t.co/C39A3YfF
super_tuesday,Socially liberal  fiscally moderate. #SuperTuesday use those voting rights people!!!
super_tuesday,Since SuperTuesday is Today http://t.co/zyLRCPvm
super_tuesday,Pay attention #Newt supporters! Rick needs you if we're gonna stop Romney! @isaiahhess Sweet! Go @RickSantorum! http://t.co/uaJCOOBn
super_tuesday,Ann Romney: 'I Don't Even Consider Myself Wealthy' (Amy Bingham / ABCNEWS) http://t.co/k7FZTKV5 http://t.co/PkMFruNR
super_tuesday,@WSJGraphics: Ohio and Tennessee are the states to watch on Super Tuesday. The @WSJ guide: http://t.co/t85otsul
super_tuesday,Romney Loves Govt Money! Bragging To Board Room That He Can Get It! http://t.co/s4ch9G0x
super_tuesday,@Croatansound: Laura Ingraham: Newt "Rocked It":To her #Newt is Strongest Cand.#GAprimary #Atlanta #Savanna #Cobb #GA #250gas #TPP #M ...
super_tuesday,@MaddowBlog: Newt "Moon Base" Gingrich says algae-for-energy comes from Cloud Cuckoo Land http://t.co/DrNDdBgK
super_tuesday,EyeScience® Announces New Product Launch of Diabetic Vision Formula(TM): COLUMBUS  Ohio  March 6  2012 /PRNewswi... http://t.co/L5tlHuek
